0.015 pkt: 0 | sent
26.551 ACK: 960 | received
26.551 pkt: 968 | sent
26.567 ACK: 961 | received
26.567 pkt: 969 | sent
26.583 ACK: 962 | received
26.583 pkt: 970 | sent
26.598 ACK: 963 | received
26.598 pkt: 971 | sent
26.614 ACK: 964 | received
26.633 pkt: 972 | sent
26.633 ACK: 965 | received
26.649 pkt: 973 | sent
26.665 ACK: 966 | received
26.665 pkt: 974 | sent
26.680 ACK: 967 | received
26.680 pkt: 975 | sent
26.680 ACK: 968 | received
26.696 pkt: 976 | sent
26.696 ACK: 969 | received
26.711 pkt: 977 | sent
26.711 ACK: 970 | received
26.727 pkt: 978 | sent
26.743 ACK: 971 | received
26.743 pkt: 979 | sent
26.758 ACK: 972 | received
26.758 pkt: 980 | sent
26.758 ACK: 973 | received
26.774 pkt: 981 | sent
26.774 ACK: 974 | received
26.790 pkt: 982 | sent
26.790 ACK: 975 | received
26.805 pkt: 983 | sent
26.805 ACK: 976 | received
26.821 pkt: 984 | sent
26.821 ACK: 977 | received
26.821 pkt: 985 | sent
26.836 ACK: 978 | received
26.836 pkt: 986 | sent
26.852 ACK: 979 | received
26.852 pkt: 987 | sent
26.868 ACK: 980 | received
26.868 pkt: 988 | sent
26.899 ACK: 981 | received
26.899 pkt: 989 | sent
26.930 ACK: 982 | received
26.930 pkt: 990 | sent
26.961 ACK: 983 | received
26.961 pkt: 991 | sent
26.993 ACK: 984 | received
26.993 pkt: 992 | sent
27.008 ACK: 985 | received
27.024 pkt: 993 | sent
27.040 ACK: 986 | received
27.055 pkt: 994 | sent
27.071 ACK: 987 | received
27.086 pkt: 995 | sent
27.102 ACK: 988 | received
27.118 pkt: 996 | sent
27.133 ACK: 989 | received
27.133 pkt: 997 | sent
27.165 ACK: 990 | received
27.165 pkt: 998 | sent
27.196 ACK: 991 | received
27.211 pkt: 999 | sent
27.227 ACK: 992 | received
27.227 pkt: 1000 | sent
27.258 ACK: 993 | received
27.258 pkt: 1001 | sent
27.274 ACK: 994 | received
27.289 pkt: 1002 | sent
27.305 ACK: 995 | received
27.305 pkt: 1003 | sent
27.321 ACK: 996 | received
27.336 pkt: 1004 | sent
27.352 ACK: 997 | received
27.352 pkt: 1005 | sent
27.368 ACK: 998 | received
27.383 pkt: 1006 | sent
27.404 ACK: 999 | received
27.412 pkt: 1007 | sent
27.425 ACK: 1000 | received
27.426 pkt: 1008 | sent
27.442 ACK: 1001 | received
27.442 pkt: 1009 | sent
27.457 ACK: 1002 | received
27.457 pkt: 1010 | sent
27.473 ACK: 1003 | received
27.489 pkt: 1011 | sent
27.489 ACK: 1004 | received
27.504 pkt: 1012 | sent
27.504 ACK: 1005 | received
27.520 pkt: 1013 | sent
27.536 ACK: 1006 | received
27.536 pkt: 1014 | sent
27.551 ACK: 1007 | received
27.567 pkt: 1015 | sent
27.582 ACK: 1008 | received
27.582 pkt: 1016 | sent
27.598 ACK: 1009 | received
27.598 pkt: 1017 | sent
27.614 ACK: 1010 | received
27.614 pkt: 1018 | sent
27.629 ACK: 1011 | received
27.650 pkt: 1019 | sent
27.650 ACK: 1012 | received
27.666 pkt: 1020 | sent
27.666 ACK: 1013 | received
27.681 pkt: 1021 | sent
27.697 ACK: 1014 | received
27.697 pkt: 1022 | sent
27.713 ACK: 1015 | received
27.713 pkt: 1023 | sent
27.728 ACK: 1016 | received
27.728 pkt: 1024 | sent
27.744 ACK: 1017 | received
27.744 pkt: 1025 | sent
27.760 ACK: 1018 | received
27.760 pkt: 1026 | sent
27.775 ACK: 1019 | received
27.775 pkt: 1027 | sent
27.791 ACK: 1020 | received
27.791 pkt: 1028 | sent
27.806 ACK: 1021 | received
27.806 pkt: 1029 | sent
27.822 ACK: 1022 | received
27.822 pkt: 1030 | sent
27.838 ACK: 1023 | received
27.853 pkt: 1031 | sent
27.869 ACK: 1024 | received
27.869 pkt: 1032 | sent
27.900 ACK: 1025 | received
27.900 pkt: 1033 | sent
27.931 ACK: 1026 | received
27.931 pkt: 1034 | sent
27.963 ACK: 1027 | received
27.963 pkt: 1035 | sent
27.978 ACK: 1028 | received
27.994 pkt: 1036 | sent
28.010 ACK: 1029 | received
28.025 pkt: 1037 | sent
28.041 ACK: 1030 | received
28.041 pkt: 1038 | sent
28.072 ACK: 1031 | received
28.088 pkt: 1039 | sent
28.103 ACK: 1032 | received
28.117 pkt: 1040 | sent
28.164 ACK: 1033 | received
28.164 pkt: 1041 | sent
28.211 ACK: 1034 | received
28.227 pkt: 1042 | sent
28.258 ACK: 1035 | received
28.258 pkt: 1043 | sent
28.289 ACK: 1036 | received
28.289 pkt: 1044 | sent
28.320 ACK: 1037 | received
28.336 pkt: 1045 | sent
28.351 ACK: 1038 | received
28.351 pkt: 1046 | sent
28.367 ACK: 1039 | received
28.383 pkt: 1047 | sent
28.402 ACK: 1040 | received
28.411 pkt: 1048 | sent
28.423 ACK: 1041 | received
28.426 pkt: 1049 | sent
28.441 ACK: 1042 | received
28.441 pkt: 1050 | sent
28.457 ACK: 1043 | received
28.472 pkt: 1051 | sent
28.472 ACK: 1044 | received
28.488 pkt: 1052 | sent
28.488 ACK: 1045 | received
28.504 pkt: 1053 | sent
28.519 ACK: 1046 | received
28.519 pkt: 1054 | sent
28.551 ACK: 1047 | received
28.566 pkt: 1055 | sent
28.582 ACK: 1048 | received
28.582 pkt: 1056 | sent
28.613 ACK: 1049 | received
28.613 pkt: 1057 | sent
28.629 ACK: 1050 | received
28.644 pkt: 1058 | sent
28.660 ACK: 1051 | received
28.660 pkt: 1059 | sent
28.675 ACK: 1052 | received
28.675 pkt: 1060 | sent
28.691 ACK: 1053 | received
28.707 pkt: 1061 | sent
28.707 ACK: 1054 | received
28.722 pkt: 1062 | sent
28.738 ACK: 1055 | received
28.738 pkt: 1063 | sent
28.754 ACK: 1056 | received
28.769 pkt: 1064 | sent
28.769 ACK: 1057 | received
28.785 pkt: 1065 | sent
28.800 ACK: 1058 | received
28.800 pkt: 1066 | sent
28.816 ACK: 1059 | received
28.832 pkt: 1067 | sent
28.847 ACK: 1060 | received
28.863 pkt: 1068 | sent
28.879 ACK: 1061 | received
28.879 pkt: 1069 | sent
28.910 ACK: 1062 | received
28.910 pkt: 1070 | sent
28.941 ACK: 1063 | received
28.941 pkt: 1071 | sent
28.957 ACK: 1064 | received
28.972 pkt: 1072 | sent
28.988 ACK: 1065 | received
29.004 pkt: 1073 | sent
29.004 ACK: 1066 | received
29.019 pkt: 1074 | sent
29.035 ACK: 1067 | received
29.050 pkt: 1075 | sent
29.066 ACK: 1068 | received
29.066 pkt: 1076 | sent
29.082 ACK: 1069 | received
29.097 pkt: 1077 | sent
29.105 ACK: 1070 | received
29.123 pkt: 1078 | sent
29.139 ACK: 1071 | received
29.154 pkt: 1079 | sent
29.154 ACK: 1072 | received
29.170 pkt: 1080 | sent
29.185 ACK: 1073 | received
29.185 pkt: 1081 | sent
29.201 ACK: 1074 | received
29.217 pkt: 1082 | sent
29.232 ACK: 1075 | received
29.248 pkt: 1083 | sent
29.279 ACK: 1076 | received
29.279 pkt: 1084 | sent
29.295 ACK: 1077 | received
29.310 pkt: 1085 | sent
29.326 ACK: 1078 | received
29.326 pkt: 1086 | sent
29.342 ACK: 1079 | received
29.342 pkt: 1087 | sent
29.357 ACK: 1080 | received
29.373 pkt: 1088 | sent
29.373 ACK: 1081 | received
29.400 pkt: 1089 | sent
29.413 ACK: 1082 | received
29.420 pkt: 1090 | sent
29.436 ACK: 1083 | received
29.436 pkt: 1091 | sent
29.452 ACK: 1084 | received
29.452 pkt: 1092 | sent
29.467 ACK: 1085 | received
29.467 pkt: 1093 | sent
29.483 ACK: 1086 | received
29.499 pkt: 1094 | sent
29.499 ACK: 1087 | received
29.514 pkt: 1095 | sent
29.530 ACK: 1088 | received
29.530 pkt: 1096 | sent
29.545 ACK: 1089 | received
29.561 pkt: 1097 | sent
29.577 ACK: 1090 | received
29.577 pkt: 1098 | sent
29.592 ACK: 1091 | received
29.592 pkt: 1099 | sent
29.608 ACK: 1092 | received
29.608 pkt: 1100 | sent
29.623 ACK: 1093 | received
29.637 pkt: 1101 | sent
29.637 ACK: 1094 | received
29.652 pkt: 1102 | sent
29.652 ACK: 1095 | received
29.668 pkt: 1103 | sent
29.668 ACK: 1096 | received
29.683 pkt: 1104 | sent
29.683 ACK: 1097 | received
29.699 pkt: 1105 | sent
29.699 ACK: 1098 | received
29.715 pkt: 1106 | sent
32.381 ACK: 1099 | received
32.381 pkt: 1107 | sent
32.407 ACK: 1100 | received
32.416 pkt: 1108 | sent
32.420 ACK: 1101 | received
32.436 pkt: 1109 | sent
32.452 ACK: 1102 | received
32.467 pkt: 1110 | sent
32.467 ACK: 1103 | received
32.483 pkt: 1111 | sent
32.499 ACK: 1104 | received
32.499 pkt: 1112 | sent
32.514 ACK: 1105 | received
32.530 pkt: 1113 | sent
32.545 ACK: 1106 | received
32.545 pkt: 1114 | sent
32.577 ACK: 1107 | received
32.577 pkt: 1115 | sent
32.592 ACK: 1108 | received
32.592 pkt: 1116 | sent
32.608 ACK: 1109 | received
32.624 pkt: 1117 | sent
32.639 ACK: 1110 | received
32.639 pkt: 1118 | sent
32.670 ACK: 1111 | received
32.670 pkt: 1119 | sent
32.686 ACK: 1112 | received
32.686 pkt: 1120 | sent
32.717 ACK: 1113 | received
32.717 pkt: 1121 | sent
32.733 ACK: 1114 | received
32.749 pkt: 1122 | sent
32.764 ACK: 1115 | received
32.780 pkt: 1123 | sent
32.780 ACK: 1116 | received
32.795 pkt: 1124 | sent
32.811 ACK: 1117 | received
32.827 pkt: 1125 | sent
32.843 ACK: 1118 | received
32.858 pkt: 1126 | sent
32.874 ACK: 1119 | received
32.874 pkt: 1127 | sent
32.905 ACK: 1120 | received
32.905 pkt: 1128 | sent
32.921 ACK: 1121 | received
32.936 pkt: 1129 | sent
32.952 ACK: 1122 | received
32.968 pkt: 1130 | sent
32.983 ACK: 1123 | received
32.983 pkt: 1131 | sent
33.015 ACK: 1124 | received
33.030 pkt: 1132 | sent
33.046 ACK: 1125 | received
33.061 pkt: 1133 | sent
33.077 ACK: 1126 | received
33.093 pkt: 1134 | sent
33.108 ACK: 1127 | received
33.124 pkt: 1135 | sent
33.140 ACK: 1128 | received
33.140 pkt: 1136 | sent
33.155 ACK: 1129 | received
33.171 pkt: 1137 | sent
33.186 ACK: 1130 | received
33.186 pkt: 1138 | sent
33.202 ACK: 1131 | received
33.202 pkt: 1139 | sent
33.218 ACK: 1132 | received
33.233 pkt: 1140 | sent
33.249 ACK: 1133 | received
33.249 pkt: 1141 | sent
33.265 ACK: 1134 | received
33.265 pkt: 1142 | sent
33.280 ACK: 1135 | received
33.296 pkt: 1143 | sent
33.296 ACK: 1136 | received
33.311 pkt: 1144 | sent
33.327 ACK: 1137 | received
33.327 pkt: 1145 | sent
33.343 ACK: 1138 | received
33.358 pkt: 1146 | sent
33.358 ACK: 1139 | received
33.374 pkt: 1147 | sent
33.395 ACK: 1140 | received
33.405 pkt: 1148 | sent
33.418 ACK: 1141 | received
33.421 pkt: 1149 | sent
33.437 ACK: 1142 | received
33.437 pkt: 1150 | sent
33.452 ACK: 1143 | received
33.452 pkt: 1151 | sent
33.468 ACK: 1144 | received
33.483 pkt: 1152 | sent
33.499 ACK: 1145 | received
33.515 pkt: 1153 | sent
33.515 ACK: 1146 | received
33.530 pkt: 1154 | sent
33.546 ACK: 1147 | received
33.546 pkt: 1155 | sent
33.561 ACK: 1148 | received
33.577 pkt: 1156 | sent
33.577 ACK: 1149 | received
33.593 pkt: 1157 | sent
33.593 ACK: 1150 | received
33.608 pkt: 1158 | sent
33.624 ACK: 1151 | received
33.640 pkt: 1159 | sent
33.640 ACK: 1152 | received
33.655 pkt: 1160 | sent
33.671 ACK: 1153 | received
33.671 pkt: 1161 | sent
33.702 ACK: 1154 | received
33.702 pkt: 1162 | sent
33.718 ACK: 1155 | received
33.733 pkt: 1163 | sent
33.733 ACK: 1156 | received
33.749 pkt: 1164 | sent
33.765 ACK: 1157 | received
33.765 pkt: 1165 | sent
33.780 ACK: 1158 | received
33.796 pkt: 1166 | sent
33.811 ACK: 1159 | received
33.811 pkt: 1167 | sent
33.827 ACK: 1160 | received
33.827 pkt: 1168 | sent
33.843 ACK: 1161 | received
33.858 pkt: 1169 | sent
33.858 ACK: 1162 | received
33.874 pkt: 1170 | sent
33.890 ACK: 1163 | received
33.890 pkt: 1171 | sent
33.905 ACK: 1164 | received
33.905 pkt: 1172 | sent
33.921 ACK: 1165 | received
33.936 pkt: 1173 | sent
33.936 ACK: 1166 | received
33.952 pkt: 1174 | sent
33.952 ACK: 1167 | received
33.968 pkt: 1175 | sent
33.983 ACK: 1168 | received
33.983 pkt: 1176 | sent
33.999 ACK: 1169 | received
33.999 pkt: 1177 | sent
34.014 ACK: 1170 | received
34.014 pkt: 1178 | sent
34.030 ACK: 1171 | received
34.030 pkt: 1179 | sent
34.046 ACK: 1172 | received
34.061 pkt: 1180 | sent
34.061 ACK: 1173 | received
34.077 pkt: 1181 | sent
34.077 ACK: 1174 | received
34.093 pkt: 1182 | sent
34.093 ACK: 1175 | received
34.108 pkt: 1183 | sent
34.108 ACK: 1176 | received
34.124 pkt: 1184 | sent
34.124 ACK: 1177 | received
34.139 pkt: 1185 | sent
34.139 ACK: 1178 | received
34.155 pkt: 1186 | sent
34.155 ACK: 1179 | received
34.171 pkt: 1187 | sent
34.171 ACK: 1180 | received
34.186 pkt: 1188 | sent
34.186 ACK: 1181 | received
34.202 pkt: 1189 | sent
34.202 ACK: 1182 | received
34.218 pkt: 1190 | sent
34.233 ACK: 1183 | received
34.233 pkt: 1191 | sent
34.249 ACK: 1184 | received
34.249 pkt: 1192 | sent
34.264 ACK: 1185 | received
34.264 pkt: 1193 | sent
34.280 ACK: 1186 | received
34.296 pkt: 1194 | sent
34.311 ACK: 1187 | received
34.311 pkt: 1195 | sent
34.327 ACK: 1188 | received
34.343 pkt: 1196 | sent
34.343 ACK: 1189 | received
34.358 pkt: 1197 | sent
34.358 ACK: 1190 | received
34.374 pkt: 1198 | sent
34.394 ACK: 1191 | received
34.403 pkt: 1199 | sent
34.416 ACK: 1192 | received
34.421 pkt: 1200 | sent
34.421 ACK: 1193 | received
34.437 pkt: 1201 | sent
34.437 ACK: 1194 | received
34.452 pkt: 1202 | sent
34.468 ACK: 1195 | received
34.468 pkt: 1203 | sent
34.484 ACK: 1196 | received
34.499 pkt: 1204 | sent
34.499 ACK: 1197 | received
34.515 pkt: 1205 | sent
34.531 ACK: 1198 | received
34.531 pkt: 1206 | sent
34.546 ACK: 1199 | received
34.562 pkt: 1207 | sent
34.577 ACK: 1200 | received
34.577 pkt: 1208 | sent
34.593 ACK: 1201 | received
34.593 pkt: 1209 | sent
34.609 ACK: 1202 | received
34.624 pkt: 1210 | sent
34.640 ACK: 1203 | received
34.640 pkt: 1211 | sent
34.656 ACK: 1204 | received
34.656 pkt: 1212 | sent
34.671 ACK: 1205 | received
34.671 pkt: 1213 | sent
34.687 ACK: 1206 | received
34.702 pkt: 1214 | sent
34.718 ACK: 1207 | received
34.718 pkt: 1215 | sent
34.734 ACK: 1208 | received
34.734 pkt: 1216 | sent
34.749 ACK: 1209 | received
34.749 pkt: 1217 | sent
34.765 ACK: 1210 | received
34.781 pkt: 1218 | sent
34.796 ACK: 1211 | received
34.807 pkt: 1219 | sent
34.807 ACK: 1212 | received
34.826 pkt: 1220 | sent
34.826 ACK: 1213 | received
34.841 pkt: 1221 | sent
34.841 ACK: 1214 | received
34.857 pkt: 1222 | sent
34.873 ACK: 1215 | received
34.873 pkt: 1223 | sent
34.888 ACK: 1216 | received
34.888 pkt: 1224 | sent
34.904 ACK: 1217 | received
34.920 pkt: 1225 | sent
34.935 ACK: 1218 | received
34.935 pkt: 1226 | sent
34.951 ACK: 1219 | received
34.951 pkt: 1227 | sent
34.966 ACK: 1220 | received
34.966 pkt: 1228 | sent
34.982 ACK: 1221 | received
34.998 pkt: 1229 | sent
34.998 ACK: 1222 | received
35.013 pkt: 1230 | sent
35.029 ACK: 1223 | received
35.029 pkt: 1231 | sent
35.044 ACK: 1224 | received
35.060 pkt: 1232 | sent
35.060 ACK: 1225 | received
35.076 pkt: 1233 | sent
35.076 ACK: 1226 | received
35.091 pkt: 1234 | sent
35.107 ACK: 1227 | received
35.107 pkt: 1235 | sent
35.123 ACK: 1228 | received
35.138 pkt: 1236 | sent
35.154 ACK: 1229 | received
35.169 pkt: 1237 | sent
35.185 ACK: 1230 | received
35.185 pkt: 1238 | sent
35.216 ACK: 1231 | received
35.216 pkt: 1239 | sent
35.232 ACK: 1232 | received
35.248 pkt: 1240 | sent
35.263 ACK: 1233 | received
35.279 pkt: 1241 | sent
35.294 ACK: 1234 | received
35.310 pkt: 1242 | sent
35.325 ACK: 1235 | received
35.325 pkt: 1243 | sent
35.341 ACK: 1236 | received
35.362 pkt: 1244 | sent
35.380 ACK: 1237 | received
35.389 pkt: 1245 | sent
35.408 ACK: 1238 | received
35.412 pkt: 1246 | sent
35.427 ACK: 1239 | received
35.443 pkt: 1247 | sent
35.458 ACK: 1240 | received
35.458 pkt: 1248 | sent
35.474 ACK: 1241 | received
35.474 pkt: 1249 | sent
35.490 ACK: 1242 | received
35.505 pkt: 1250 | sent
35.521 ACK: 1243 | received
35.537 pkt: 1251 | sent
35.552 ACK: 1244 | received
35.552 pkt: 1252 | sent
35.568 ACK: 1245 | received
35.583 pkt: 1253 | sent
35.599 ACK: 1246 | received
35.599 pkt: 1254 | sent
35.615 ACK: 1247 | received
35.615 pkt: 1255 | sent
35.630 ACK: 1248 | received
35.630 pkt: 1256 | sent
35.646 ACK: 1249 | received
35.662 pkt: 1257 | sent
35.662 ACK: 1250 | received
35.677 pkt: 1258 | sent
35.677 ACK: 1251 | received
35.693 pkt: 1259 | sent
35.708 ACK: 1252 | received
35.708 pkt: 1260 | sent
35.724 ACK: 1253 | received
35.740 pkt: 1261 | sent
35.740 ACK: 1254 | received
35.755 pkt: 1262 | sent
35.771 ACK: 1255 | received
35.787 pkt: 1263 | sent
35.818 ACK: 1256 | received
35.818 pkt: 1264 | sent
35.849 ACK: 1257 | received
35.865 pkt: 1265 | sent
35.896 ACK: 1258 | received
35.911 pkt: 1266 | sent
35.940 ACK: 1259 | received
35.950 pkt: 1267 | sent
35.976 ACK: 1260 | received
35.976 pkt: 1268 | sent
36.007 ACK: 1261 | received
36.023 pkt: 1269 | sent
36.054 ACK: 1262 | received
36.054 pkt: 1270 | sent
36.085 ACK: 1263 | received
36.085 pkt: 1271 | sent
36.101 ACK: 1264 | received
36.117 pkt: 1272 | sent
36.132 ACK: 1265 | received
36.132 pkt: 1273 | sent
36.148 ACK: 1266 | received
36.164 pkt: 1274 | sent
36.179 ACK: 1267 | received
36.179 pkt: 1275 | sent
36.195 ACK: 1268 | received
36.210 pkt: 1276 | sent
36.226 ACK: 1269 | received
36.242 pkt: 1277 | sent
36.257 ACK: 1270 | received
36.257 pkt: 1278 | sent
36.273 ACK: 1271 | received
36.273 pkt: 1279 | sent
36.289 ACK: 1272 | received
36.304 pkt: 1280 | sent
36.320 ACK: 1273 | received
36.320 pkt: 1281 | sent
36.335 ACK: 1274 | received
36.351 pkt: 1282 | sent
36.367 ACK: 1275 | received
36.367 pkt: 1283 | sent
36.382 ACK: 1276 | received
36.400 pkt: 1284 | sent
36.412 ACK: 1277 | received
36.421 pkt: 1285 | sent
36.426 ACK: 1278 | received
36.441 pkt: 1286 | sent
36.457 ACK: 1279 | received
36.457 pkt: 1287 | sent
36.472 ACK: 1280 | received
36.488 pkt: 1288 | sent
36.504 ACK: 1281 | received
36.504 pkt: 1289 | sent
36.519 ACK: 1282 | received
36.535 pkt: 1290 | sent
36.551 ACK: 1283 | received
36.551 pkt: 1291 | sent
36.566 ACK: 1284 | received
36.582 pkt: 1292 | sent
36.597 ACK: 1285 | received
36.597 pkt: 1293 | sent
36.613 ACK: 1286 | received
36.629 pkt: 1294 | sent
36.629 ACK: 1287 | received
36.644 pkt: 1295 | sent
36.644 ACK: 1288 | received
36.660 pkt: 1296 | sent
36.676 ACK: 1289 | received
36.676 pkt: 1297 | sent
36.691 ACK: 1290 | received
36.707 pkt: 1298 | sent
36.722 ACK: 1291 | received
36.722 pkt: 1299 | sent
36.738 ACK: 1292 | received
36.754 pkt: 1300 | sent
36.769 ACK: 1293 | received
36.769 pkt: 1301 | sent
36.785 ACK: 1294 | received
36.801 pkt: 1302 | sent
36.816 ACK: 1295 | received
36.829 pkt: 1303 | sent
36.844 ACK: 1296 | received
36.844 pkt: 1304 | sent
36.860 ACK: 1297 | received
36.876 pkt: 1305 | sent
36.891 ACK: 1298 | received
36.907 pkt: 1306 | sent
36.922 ACK: 1299 | received
36.922 pkt: 1307 | sent
36.938 ACK: 1300 | received
36.954 pkt: 1308 | sent
36.969 ACK: 1301 | received
36.969 pkt: 1309 | sent
36.985 ACK: 1302 | received
37.001 pkt: 1310 | sent
37.016 ACK: 1303 | received
37.032 pkt: 1311 | sent
37.032 ACK: 1304 | received
37.047 pkt: 1312 | sent
37.063 ACK: 1305 | received
37.079 pkt: 1313 | sent
37.094 ACK: 1306 | received
37.094 pkt: 1314 | sent
37.110 ACK: 1307 | received
37.126 pkt: 1315 | sent
37.141 ACK: 1308 | received
37.141 pkt: 1316 | sent
37.157 ACK: 1309 | received
37.172 pkt: 1317 | sent
37.188 ACK: 1310 | received
37.204 pkt: 1318 | sent
37.235 ACK: 1311 | received
37.235 pkt: 1319 | sent
37.266 ACK: 1312 | received
37.282 pkt: 1320 | sent
37.297 ACK: 1313 | received
37.297 pkt: 1321 | sent
37.313 ACK: 1314 | received
37.329 pkt: 1322 | sent
37.344 ACK: 1315 | received
37.360 pkt: 1323 | sent
37.360 ACK: 1316 | received
37.375 pkt: 1324 | sent
37.397 ACK: 1317 | received
37.407 pkt: 1325 | sent
37.420 ACK: 1318 | received
37.421 pkt: 1326 | sent
37.437 ACK: 1319 | received
37.437 pkt: 1327 | sent
37.460 ACK: 1320 | received
37.460 pkt: 1328 | sent
37.475 ACK: 1321 | received
37.491 pkt: 1329 | sent
37.522 ACK: 1322 | received
37.522 pkt: 1330 | sent
37.538 ACK: 1323 | received
37.538 pkt: 1331 | sent
37.554 ACK: 1324 | received
37.569 pkt: 1332 | sent
37.585 ACK: 1325 | received
37.600 pkt: 1333 | sent
37.600 ACK: 1326 | received
37.616 pkt: 1334 | sent
37.632 ACK: 1327 | received
37.632 pkt: 1335 | sent
37.647 ACK: 1328 | received
37.647 pkt: 1336 | sent
37.663 ACK: 1329 | received
37.663 pkt: 1337 | sent
37.679 ACK: 1330 | received
37.694 pkt: 1338 | sent
37.694 ACK: 1331 | received
37.710 pkt: 1339 | sent
37.725 ACK: 1332 | received
37.741 pkt: 1340 | sent
37.741 ACK: 1333 | received
37.757 pkt: 1341 | sent
37.772 ACK: 1334 | received
37.772 pkt: 1342 | sent
37.788 ACK: 1335 | received
37.816 pkt: 1343 | sent
37.817 ACK: 1336 | received
37.833 pkt: 1344 | sent
37.848 ACK: 1337 | received
37.864 pkt: 1345 | sent
37.880 ACK: 1338 | received
37.895 pkt: 1346 | sent
37.916 ACK: 1339 | received
37.931 pkt: 1347 | sent
37.947 ACK: 1340 | received
37.947 pkt: 1348 | sent
37.963 ACK: 1341 | received
37.978 pkt: 1349 | sent
37.994 ACK: 1342 | received
37.994 pkt: 1350 | sent
38.009 ACK: 1343 | received
38.025 pkt: 1351 | sent
38.041 ACK: 1344 | received
38.056 pkt: 1352 | sent
38.932 ACK: 1345 | received
38.932 pkt: 1353 | sent
38.948 ACK: 1346 | received
38.963 pkt: 1354 | sent
38.979 ACK: 1347 | received
38.994 pkt: 1355 | sent
39.010 ACK: 1348 | received
39.010 pkt: 1356 | sent
39.026 ACK: 1349 | received
39.041 pkt: 1357 | sent
39.057 ACK: 1350 | received
39.073 pkt: 1358 | sent
39.088 ACK: 1351 | received
39.104 pkt: 1359 | sent
39.119 ACK: 1352 | received
39.135 pkt: 1360 | sent
39.151 ACK: 1353 | received
39.151 pkt: 1361 | sent
39.166 ACK: 1354 | received
39.182 pkt: 1362 | sent
39.198 ACK: 1355 | received
39.213 pkt: 1363 | sent
39.229 ACK: 1356 | received
39.229 pkt: 1364 | sent
39.244 ACK: 1357 | received
39.260 pkt: 1365 | sent
39.276 ACK: 1358 | received
39.276 pkt: 1366 | sent
39.307 ACK: 1359 | received
39.307 pkt: 1367 | sent
39.322 ACK: 1360 | received
39.338 pkt: 1368 | sent
39.354 ACK: 1361 | received
39.369 pkt: 1369 | sent
39.393 ACK: 1362 | received
39.404 pkt: 1370 | sent
39.411 ACK: 1363 | received
39.427 pkt: 1371 | sent
39.442 ACK: 1364 | received
39.458 pkt: 1372 | sent
39.473 ACK: 1365 | received
39.489 pkt: 1373 | sent
39.505 ACK: 1366 | received
39.505 pkt: 1374 | sent
39.520 ACK: 1367 | received
39.536 pkt: 1375 | sent
39.552 ACK: 1368 | received
39.567 pkt: 1376 | sent
39.583 ACK: 1369 | received
39.583 pkt: 1377 | sent
39.614 ACK: 1370 | received
39.614 pkt: 1378 | sent
39.630 ACK: 1371 | received
39.645 pkt: 1379 | sent
39.661 ACK: 1372 | received
39.661 pkt: 1380 | sent
39.692 ACK: 1373 | received
39.692 pkt: 1381 | sent
39.708 ACK: 1374 | received
39.723 pkt: 1382 | sent
39.739 ACK: 1375 | received
39.755 pkt: 1383 | sent
39.770 ACK: 1376 | received
39.786 pkt: 1384 | sent
39.801 ACK: 1377 | received
39.817 pkt: 1385 | sent
39.833 ACK: 1378 | received
39.833 pkt: 1386 | sent
39.848 ACK: 1379 | received
39.864 pkt: 1387 | sent
39.880 ACK: 1380 | received
39.895 pkt: 1388 | sent
39.911 ACK: 1381 | received
39.926 pkt: 1389 | sent
39.942 ACK: 1382 | received
39.942 pkt: 1390 | sent
39.958 ACK: 1383 | received
39.973 pkt: 1391 | sent
40.005 ACK: 1384 | received
40.020 pkt: 1392 | sent
40.036 ACK: 1385 | received
40.051 pkt: 1393 | sent
40.067 ACK: 1386 | received
40.067 pkt: 1394 | sent
40.083 ACK: 1387 | received
40.098 pkt: 1395 | sent
40.114 ACK: 1388 | received
40.130 pkt: 1396 | sent
40.145 ACK: 1389 | received
40.145 pkt: 1397 | sent
40.161 ACK: 1390 | received
40.176 pkt: 1398 | sent
40.192 ACK: 1391 | received
40.192 pkt: 1399 | sent
40.223 ACK: 1392 | received
40.223 pkt: 1400 | sent
40.239 ACK: 1393 | received
40.255 pkt: 1401 | sent
40.270 ACK: 1394 | received
40.270 pkt: 1402 | sent
40.286 ACK: 1395 | received
40.301 pkt: 1403 | sent
40.317 ACK: 1396 | received
40.333 pkt: 1404 | sent
40.348 ACK: 1397 | received
40.364 pkt: 1405 | sent
40.379 ACK: 1398 | received
40.379 pkt: 1406 | sent
40.407 ACK: 1399 | received
40.420 pkt: 1407 | sent
40.420 ACK: 1400 | received
40.436 pkt: 1408 | sent
40.452 ACK: 1401 | received
40.467 pkt: 1409 | sent
40.483 ACK: 1402 | received
40.483 pkt: 1410 | sent
40.498 ACK: 1403 | received
40.514 pkt: 1411 | sent
40.530 ACK: 1404 | received
40.545 pkt: 1412 | sent
40.561 ACK: 1405 | received
40.577 pkt: 1413 | sent
40.592 ACK: 1406 | received
40.592 pkt: 1414 | sent
40.608 ACK: 1407 | received
40.623 pkt: 1415 | sent
40.639 ACK: 1408 | received
40.655 pkt: 1416 | sent
40.670 ACK: 1409 | received
40.670 pkt: 1417 | sent
40.686 ACK: 1410 | received
40.702 pkt: 1418 | sent
40.717 ACK: 1411 | received
40.733 pkt: 1419 | sent
40.748 ACK: 1412 | received
40.764 pkt: 1420 | sent
