0.012 pkt: 0 | received
26.470 pkt: 964 | received
26.470 ACK: 964 | sent
26.486 pkt: 965 | received
26.486 ACK: 965 | sent
26.502 pkt: 966 | received
26.517 ACK: 966 | sent
26.533 pkt: 967 | received
26.548 ACK: 967 | sent
26.548 pkt: 968 | received
26.564 ACK: 968 | sent
26.580 pkt: 969 | received
26.580 ACK: 969 | sent
26.595 pkt: 970 | received
26.595 ACK: 970 | sent
26.611 pkt: 971 | received
26.630 ACK: 971 | sent
26.630 pkt: 972 | received
26.646 ACK: 972 | sent
26.662 pkt: 973 | received
26.662 ACK: 973 | sent
26.677 pkt: 974 | received
26.677 ACK: 974 | sent
26.693 pkt: 975 | received
26.693 ACK: 975 | sent
26.708 pkt: 976 | received
26.724 ACK: 976 | sent
26.740 pkt: 977 | received
26.755 ACK: 977 | sent
26.771 pkt: 978 | received
26.787 ACK: 978 | sent
26.802 pkt: 979 | received
26.818 ACK: 979 | sent
26.833 pkt: 980 | received
26.849 ACK: 980 | sent
26.865 pkt: 981 | received
26.880 ACK: 981 | sent
26.912 pkt: 982 | received
26.927 ACK: 982 | sent
26.943 pkt: 983 | received
26.958 ACK: 983 | sent
26.974 pkt: 984 | received
26.974 ACK: 984 | sent
26.990 pkt: 985 | received
27.005 ACK: 985 | sent
27.021 pkt: 986 | received
27.037 ACK: 986 | sent
27.052 pkt: 987 | received
27.068 ACK: 987 | sent
27.083 pkt: 988 | received
27.099 ACK: 988 | sent
27.115 pkt: 989 | received
27.130 ACK: 989 | sent
27.146 pkt: 990 | received
27.162 ACK: 990 | sent
27.177 pkt: 991 | received
27.193 ACK: 991 | sent
27.208 pkt: 992 | received
27.224 ACK: 992 | sent
27.240 pkt: 993 | received
27.240 ACK: 993 | sent
27.255 pkt: 994 | received
27.271 ACK: 994 | sent
27.286 pkt: 995 | received
27.286 ACK: 995 | sent
27.302 pkt: 996 | received
27.318 ACK: 996 | sent
27.333 pkt: 997 | received
27.333 ACK: 997 | sent
27.349 pkt: 998 | received
27.365 ACK: 998 | sent
27.380 pkt: 999 | received
27.380 ACK: 999 | sent
27.406 pkt: 1000 | received
27.416 ACK: 1000 | sent
27.423 pkt: 1001 | received
27.423 ACK: 1001 | sent
27.439 pkt: 1002 | received
27.455 ACK: 1002 | sent
27.455 pkt: 1003 | received
27.470 ACK: 1003 | sent
27.470 pkt: 1004 | received
27.486 ACK: 1004 | sent
27.501 pkt: 1005 | received
27.501 ACK: 1005 | sent
27.517 pkt: 1006 | received
27.517 ACK: 1006 | sent
27.533 pkt: 1007 | received
27.533 ACK: 1007 | sent
27.548 pkt: 1008 | received
27.548 ACK: 1008 | sent
27.564 pkt: 1009 | received
27.579 ACK: 1009 | sent
27.579 pkt: 1010 | received
27.595 ACK: 1010 | sent
27.595 pkt: 1011 | received
27.611 ACK: 1011 | sent
27.611 pkt: 1012 | received
27.626 ACK: 1012 | sent
27.647 pkt: 1013 | received
27.647 ACK: 1013 | sent
27.663 pkt: 1014 | received
27.663 ACK: 1014 | sent
27.678 pkt: 1015 | received
27.678 ACK: 1015 | sent
27.694 pkt: 1016 | received
27.694 ACK: 1016 | sent
27.710 pkt: 1017 | received
27.725 ACK: 1017 | sent
27.741 pkt: 1018 | received
27.741 ACK: 1018 | sent
27.757 pkt: 1019 | received
27.757 ACK: 1019 | sent
27.772 pkt: 1020 | received
27.772 ACK: 1020 | sent
27.788 pkt: 1021 | received
27.788 ACK: 1021 | sent
27.803 pkt: 1022 | received
27.819 ACK: 1022 | sent
27.819 pkt: 1023 | received
27.835 ACK: 1023 | sent
27.850 pkt: 1024 | received
27.866 ACK: 1024 | sent
27.882 pkt: 1025 | received
27.897 ACK: 1025 | sent
27.913 pkt: 1026 | received
27.913 ACK: 1026 | sent
27.928 pkt: 1027 | received
27.944 ACK: 1027 | sent
27.960 pkt: 1028 | received
27.975 ACK: 1028 | sent
27.991 pkt: 1029 | received
28.007 ACK: 1029 | sent
28.022 pkt: 1030 | received
28.038 ACK: 1030 | sent
28.053 pkt: 1031 | received
28.069 ACK: 1031 | sent
28.085 pkt: 1032 | received
28.100 ACK: 1032 | sent
28.130 pkt: 1033 | received
28.145 ACK: 1033 | sent
28.192 pkt: 1034 | received
28.208 ACK: 1034 | sent
28.224 pkt: 1035 | received
28.239 ACK: 1035 | sent
28.270 pkt: 1036 | received
28.286 ACK: 1036 | sent
28.302 pkt: 1037 | received
28.317 ACK: 1037 | sent
28.333 pkt: 1038 | received
28.333 ACK: 1038 | sent
28.348 pkt: 1039 | received
28.364 ACK: 1039 | sent
28.380 pkt: 1040 | received
28.380 ACK: 1040 | sent
28.407 pkt: 1041 | received
28.416 ACK: 1041 | sent
28.423 pkt: 1042 | received
28.438 ACK: 1042 | sent
28.438 pkt: 1043 | received
28.454 ACK: 1043 | sent
28.469 pkt: 1044 | received
28.469 ACK: 1044 | sent
28.485 pkt: 1045 | received
28.485 ACK: 1045 | sent
28.501 pkt: 1046 | received
28.501 ACK: 1046 | sent
28.532 pkt: 1047 | received
28.548 ACK: 1047 | sent
28.563 pkt: 1048 | received
28.563 ACK: 1048 | sent
28.579 pkt: 1049 | received
28.579 ACK: 1049 | sent
28.610 pkt: 1050 | received
28.626 ACK: 1050 | sent
28.626 pkt: 1051 | received
28.641 ACK: 1051 | sent
28.657 pkt: 1052 | received
28.657 ACK: 1052 | sent
28.673 pkt: 1053 | received
28.673 ACK: 1053 | sent
28.688 pkt: 1054 | received
28.704 ACK: 1054 | sent
28.704 pkt: 1055 | received
28.719 ACK: 1055 | sent
28.735 pkt: 1056 | received
28.735 ACK: 1056 | sent
28.751 pkt: 1057 | received
28.766 ACK: 1057 | sent
28.782 pkt: 1058 | received
28.797 ACK: 1058 | sent
28.797 pkt: 1059 | received
28.813 ACK: 1059 | sent
28.829 pkt: 1060 | received
28.844 ACK: 1060 | sent
28.860 pkt: 1061 | received
28.876 ACK: 1061 | sent
28.891 pkt: 1062 | received
28.891 ACK: 1062 | sent
28.922 pkt: 1063 | received
28.922 ACK: 1063 | sent
28.938 pkt: 1064 | received
28.954 ACK: 1064 | sent
28.969 pkt: 1065 | received
28.985 ACK: 1065 | sent
29.001 pkt: 1066 | received
29.001 ACK: 1066 | sent
29.016 pkt: 1067 | received
29.032 ACK: 1067 | sent
29.032 pkt: 1068 | received
29.047 ACK: 1068 | sent
29.063 pkt: 1069 | received
29.063 ACK: 1069 | sent
29.079 pkt: 1070 | received
29.102 ACK: 1070 | sent
29.118 pkt: 1071 | received
29.120 ACK: 1071 | sent
29.136 pkt: 1072 | received
29.136 ACK: 1072 | sent
29.151 pkt: 1073 | received
29.167 ACK: 1073 | sent
29.182 pkt: 1074 | received
29.182 ACK: 1074 | sent
29.198 pkt: 1075 | received
29.214 ACK: 1075 | sent
29.214 pkt: 1076 | received
29.229 ACK: 1076 | sent
29.245 pkt: 1077 | received
29.245 ACK: 1077 | sent
29.276 pkt: 1078 | received
29.276 ACK: 1078 | sent
29.292 pkt: 1079 | received
29.307 ACK: 1079 | sent
29.323 pkt: 1080 | received
29.323 ACK: 1080 | sent
29.339 pkt: 1081 | received
29.354 ACK: 1081 | sent
29.354 pkt: 1082 | received
29.370 ACK: 1082 | sent
29.388 pkt: 1083 | received
29.395 ACK: 1083 | sent
29.410 pkt: 1084 | received
29.417 ACK: 1084 | sent
29.433 pkt: 1085 | received
29.433 ACK: 1085 | sent
29.449 pkt: 1086 | received
29.464 ACK: 1086 | sent
29.464 pkt: 1087 | received
29.464 ACK: 1087 | sent
29.480 pkt: 1088 | received
29.496 ACK: 1088 | sent
29.496 pkt: 1089 | received
29.511 ACK: 1089 | sent
29.511 pkt: 1090 | received
29.527 ACK: 1090 | sent
29.527 pkt: 1091 | received
29.542 ACK: 1091 | sent
29.542 pkt: 1092 | received
29.558 ACK: 1092 | sent
29.574 pkt: 1093 | received
29.574 ACK: 1093 | sent
29.589 pkt: 1094 | received
29.589 ACK: 1094 | sent
29.605 pkt: 1095 | received
29.620 ACK: 1095 | sent
29.620 pkt: 1096 | received
29.634 ACK: 1096 | sent
29.634 pkt: 1097 | received
29.649 ACK: 1097 | sent
29.665 pkt: 1098 | received
29.665 ACK: 1098 | sent
29.680 pkt: 1099 | received
29.680 ACK: 1099 | sent
29.696 pkt: 1100 | received
29.712 ACK: 1100 | sent
29.727 pkt: 1101 | received
29.743 ACK: 1101 | sent
29.743 pkt: 1102 | received
29.767 ACK: 1102 | sent
29.767 pkt: 1103 | received
29.783 ACK: 1103 | sent
29.783 pkt: 1104 | received
29.798 ACK: 1104 | sent
29.814 pkt: 1105 | received
29.814 ACK: 1105 | sent
29.830 pkt: 1106 | received
29.845 ACK: 1106 | sent
32.401 pkt: 1107 | received
32.412 ACK: 1107 | sent
32.417 pkt: 1108 | received
32.433 ACK: 1108 | sent
32.449 pkt: 1109 | received
32.464 ACK: 1109 | sent
32.480 pkt: 1110 | received
32.496 ACK: 1110 | sent
32.511 pkt: 1111 | received
32.527 ACK: 1111 | sent
32.542 pkt: 1112 | received
32.542 ACK: 1112 | sent
32.574 pkt: 1113 | received
32.574 ACK: 1113 | sent
32.589 pkt: 1114 | received
32.605 ACK: 1114 | sent
32.621 pkt: 1115 | received
32.636 ACK: 1115 | sent
32.652 pkt: 1116 | received
32.667 ACK: 1116 | sent
32.683 pkt: 1117 | received
32.683 ACK: 1117 | sent
32.714 pkt: 1118 | received
32.714 ACK: 1118 | sent
32.746 pkt: 1119 | received
32.746 ACK: 1119 | sent
32.761 pkt: 1120 | received
32.777 ACK: 1120 | sent
32.792 pkt: 1121 | received
32.808 ACK: 1121 | sent
32.824 pkt: 1122 | received
32.840 ACK: 1122 | sent
32.855 pkt: 1123 | received
32.871 ACK: 1123 | sent
32.887 pkt: 1124 | received
32.887 ACK: 1124 | sent
32.902 pkt: 1125 | received
32.918 ACK: 1125 | sent
32.933 pkt: 1126 | received
32.933 ACK: 1126 | sent
32.949 pkt: 1127 | received
32.965 ACK: 1127 | sent
32.980 pkt: 1128 | received
32.980 ACK: 1128 | sent
32.996 pkt: 1129 | received
33.012 ACK: 1129 | sent
33.027 pkt: 1130 | received
33.027 ACK: 1130 | sent
33.043 pkt: 1131 | received
33.058 ACK: 1131 | sent
33.074 pkt: 1132 | received
33.074 ACK: 1132 | sent
33.090 pkt: 1133 | received
33.105 ACK: 1133 | sent
33.121 pkt: 1134 | received
33.137 ACK: 1134 | sent
33.152 pkt: 1135 | received
33.152 ACK: 1135 | sent
33.168 pkt: 1136 | received
33.168 ACK: 1136 | sent
33.183 pkt: 1137 | received
33.199 ACK: 1137 | sent
33.215 pkt: 1138 | received
33.215 ACK: 1138 | sent
33.230 pkt: 1139 | received
33.230 ACK: 1139 | sent
33.246 pkt: 1140 | received
33.262 ACK: 1140 | sent
33.262 pkt: 1141 | received
33.277 ACK: 1141 | sent
33.293 pkt: 1142 | received
33.293 ACK: 1142 | sent
33.308 pkt: 1143 | received
33.324 ACK: 1143 | sent
33.324 pkt: 1144 | received
33.340 ACK: 1144 | sent
33.355 pkt: 1145 | received
33.371 ACK: 1145 | sent
33.371 pkt: 1146 | received
33.395 ACK: 1146 | sent
33.409 pkt: 1147 | received
33.418 ACK: 1147 | sent
33.418 pkt: 1148 | received
33.434 ACK: 1148 | sent
33.449 pkt: 1149 | received
33.465 ACK: 1149 | sent
33.480 pkt: 1150 | received
33.480 ACK: 1150 | sent
33.496 pkt: 1151 | received
33.512 ACK: 1151 | sent
33.527 pkt: 1152 | received
33.543 ACK: 1152 | sent
33.558 pkt: 1153 | received
33.558 ACK: 1153 | sent
33.574 pkt: 1154 | received
33.590 ACK: 1154 | sent
33.605 pkt: 1155 | received
33.621 ACK: 1155 | sent
33.621 pkt: 1156 | received
33.637 ACK: 1156 | sent
33.652 pkt: 1157 | received
33.668 ACK: 1157 | sent
33.683 pkt: 1158 | received
33.699 ACK: 1158 | sent
33.715 pkt: 1159 | received
33.715 ACK: 1159 | sent
33.730 pkt: 1160 | received
33.746 ACK: 1160 | sent
33.762 pkt: 1161 | received
33.777 ACK: 1161 | sent
33.793 pkt: 1162 | received
33.793 ACK: 1162 | sent
33.808 pkt: 1163 | received
33.824 ACK: 1163 | sent
33.840 pkt: 1164 | received
33.840 ACK: 1164 | sent
33.855 pkt: 1165 | received
33.871 ACK: 1165 | sent
33.871 pkt: 1166 | received
33.887 ACK: 1166 | sent
33.902 pkt: 1167 | received
33.918 ACK: 1167 | sent
33.918 pkt: 1168 | received
33.933 ACK: 1168 | sent
33.949 pkt: 1169 | received
33.949 ACK: 1169 | sent
33.965 pkt: 1170 | received
33.980 ACK: 1170 | sent
33.980 pkt: 1171 | received
33.996 ACK: 1171 | sent
33.996 pkt: 1172 | received
34.012 ACK: 1172 | sent
34.027 pkt: 1173 | received
34.027 ACK: 1173 | sent
34.043 pkt: 1174 | received
34.058 ACK: 1174 | sent
34.058 pkt: 1175 | received
34.074 ACK: 1175 | sent
34.074 pkt: 1176 | received
34.090 ACK: 1176 | sent
34.105 pkt: 1177 | received
34.105 ACK: 1177 | sent
34.121 pkt: 1178 | received
34.121 ACK: 1178 | sent
34.136 pkt: 1179 | received
34.136 ACK: 1179 | sent
34.152 pkt: 1180 | received
34.168 ACK: 1180 | sent
34.168 pkt: 1181 | received
34.183 ACK: 1181 | sent
34.199 pkt: 1182 | received
34.199 ACK: 1182 | sent
34.215 pkt: 1183 | received
34.215 ACK: 1183 | sent
34.230 pkt: 1184 | received
34.246 ACK: 1184 | sent
34.246 pkt: 1185 | received
34.261 ACK: 1185 | sent
34.277 pkt: 1186 | received
34.277 ACK: 1186 | sent
34.293 pkt: 1187 | received
34.293 ACK: 1187 | sent
34.308 pkt: 1188 | received
34.324 ACK: 1188 | sent
34.324 pkt: 1189 | received
34.340 ACK: 1189 | sent
34.355 pkt: 1190 | received
34.355 ACK: 1190 | sent
34.371 pkt: 1191 | received
34.371 ACK: 1191 | sent
34.393 pkt: 1192 | received
34.401 ACK: 1192 | sent
34.413 pkt: 1193 | received
34.418 ACK: 1193 | sent
34.434 pkt: 1194 | received
34.434 ACK: 1194 | sent
34.449 pkt: 1195 | received
34.449 ACK: 1195 | sent
34.465 pkt: 1196 | received
34.465 ACK: 1196 | sent
34.481 pkt: 1197 | received
34.496 ACK: 1197 | sent
34.496 pkt: 1198 | received
34.512 ACK: 1198 | sent
34.528 pkt: 1199 | received
34.528 ACK: 1199 | sent
34.543 pkt: 1200 | received
34.559 ACK: 1200 | sent
34.574 pkt: 1201 | received
34.574 ACK: 1201 | sent
34.590 pkt: 1202 | received
34.590 ACK: 1202 | sent
34.606 pkt: 1203 | received
34.621 ACK: 1203 | sent
34.621 pkt: 1204 | received
34.637 ACK: 1204 | sent
34.653 pkt: 1205 | received
34.653 ACK: 1205 | sent
34.668 pkt: 1206 | received
34.684 ACK: 1206 | sent
34.684 pkt: 1207 | received
34.699 ACK: 1207 | sent
34.699 pkt: 1208 | received
34.715 ACK: 1208 | sent
34.731 pkt: 1209 | received
34.731 ACK: 1209 | sent
34.746 pkt: 1210 | received
34.762 ACK: 1210 | sent
34.762 pkt: 1211 | received
34.778 ACK: 1211 | sent
34.793 pkt: 1212 | received
34.802 ACK: 1212 | sent
34.804 pkt: 1213 | received
34.823 ACK: 1213 | sent
34.823 pkt: 1214 | received
34.838 ACK: 1214 | sent
34.854 pkt: 1215 | received
34.854 ACK: 1215 | sent
34.870 pkt: 1216 | received
34.870 ACK: 1216 | sent
34.885 pkt: 1217 | received
34.885 ACK: 1217 | sent
34.901 pkt: 1218 | received
34.917 ACK: 1218 | sent
34.932 pkt: 1219 | received
34.932 ACK: 1219 | sent
34.948 pkt: 1220 | received
34.948 ACK: 1220 | sent
34.963 pkt: 1221 | received
34.963 ACK: 1221 | sent
34.979 pkt: 1222 | received
34.995 ACK: 1222 | sent
34.995 pkt: 1223 | received
35.010 ACK: 1223 | sent
35.026 pkt: 1224 | received
35.026 ACK: 1224 | sent
35.041 pkt: 1225 | received
35.057 ACK: 1225 | sent
35.057 pkt: 1226 | received
35.073 ACK: 1226 | sent
35.088 pkt: 1227 | received
35.088 ACK: 1227 | sent
35.104 pkt: 1228 | received
35.120 ACK: 1228 | sent
35.135 pkt: 1229 | received
35.151 ACK: 1229 | sent
35.166 pkt: 1230 | received
35.182 ACK: 1230 | sent
35.182 pkt: 1231 | received
35.198 ACK: 1231 | sent
35.213 pkt: 1232 | received
35.229 ACK: 1232 | sent
35.245 pkt: 1233 | received
35.260 ACK: 1233 | sent
35.276 pkt: 1234 | received
35.291 ACK: 1234 | sent
35.307 pkt: 1235 | received
35.307 ACK: 1235 | sent
35.322 pkt: 1236 | received
35.338 ACK: 1236 | sent
35.358 pkt: 1237 | received
35.370 ACK: 1237 | sent
35.389 pkt: 1238 | received
35.400 ACK: 1238 | sent
35.409 pkt: 1239 | received
35.424 ACK: 1239 | sent
35.440 pkt: 1240 | received
35.440 ACK: 1240 | sent
35.455 pkt: 1241 | received
35.471 ACK: 1241 | sent
35.487 pkt: 1242 | received
35.487 ACK: 1242 | sent
35.502 pkt: 1243 | received
35.518 ACK: 1243 | sent
35.534 pkt: 1244 | received
35.534 ACK: 1244 | sent
35.549 pkt: 1245 | received
35.565 ACK: 1245 | sent
35.580 pkt: 1246 | received
35.580 ACK: 1246 | sent
35.596 pkt: 1247 | received
35.596 ACK: 1247 | sent
35.612 pkt: 1248 | received
35.627 ACK: 1248 | sent
35.627 pkt: 1249 | received
35.643 ACK: 1249 | sent
35.643 pkt: 1250 | received
35.659 ACK: 1250 | sent
35.674 pkt: 1251 | received
35.674 ACK: 1251 | sent
35.690 pkt: 1252 | received
35.690 ACK: 1252 | sent
35.705 pkt: 1253 | received
35.721 ACK: 1253 | sent
35.737 pkt: 1254 | received
35.737 ACK: 1254 | sent
35.752 pkt: 1255 | received
35.768 ACK: 1255 | sent
35.784 pkt: 1256 | received
35.799 ACK: 1256 | sent
35.830 pkt: 1257 | received
35.846 ACK: 1257 | sent
35.877 pkt: 1258 | received
35.893 ACK: 1258 | sent
35.908 pkt: 1259 | received
35.932 ACK: 1259 | sent
35.954 pkt: 1260 | received
35.958 ACK: 1260 | sent
35.989 pkt: 1261 | received
36.004 ACK: 1261 | sent
36.020 pkt: 1262 | received
36.036 ACK: 1262 | sent
36.067 pkt: 1263 | received
36.067 ACK: 1263 | sent
36.098 pkt: 1264 | received
36.098 ACK: 1264 | sent
36.114 pkt: 1265 | received
36.114 ACK: 1265 | sent
36.129 pkt: 1266 | received
36.145 ACK: 1266 | sent
36.161 pkt: 1267 | received
36.161 ACK: 1267 | sent
36.176 pkt: 1268 | received
36.192 ACK: 1268 | sent
36.207 pkt: 1269 | received
36.207 ACK: 1269 | sent
36.223 pkt: 1270 | received
36.239 ACK: 1270 | sent
36.239 pkt: 1271 | received
36.254 ACK: 1271 | sent
36.270 pkt: 1272 | received
36.270 ACK: 1272 | sent
36.286 pkt: 1273 | received
36.286 ACK: 1273 | sent
36.301 pkt: 1274 | received
36.317 ACK: 1274 | sent
36.332 pkt: 1275 | received
36.332 ACK: 1275 | sent
36.348 pkt: 1276 | received
36.348 ACK: 1276 | sent
36.364 pkt: 1277 | received
36.379 ACK: 1277 | sent
36.396 pkt: 1278 | received
36.405 ACK: 1278 | sent
36.415 pkt: 1279 | received
36.423 ACK: 1279 | sent
36.423 pkt: 1280 | received
36.438 ACK: 1280 | sent
36.454 pkt: 1281 | received
36.454 ACK: 1281 | sent
36.469 pkt: 1282 | received
36.485 ACK: 1282 | sent
36.485 pkt: 1283 | received
36.501 ACK: 1283 | sent
36.516 pkt: 1284 | received
36.516 ACK: 1284 | sent
36.532 pkt: 1285 | received
36.548 ACK: 1285 | sent
36.548 pkt: 1286 | received
36.563 ACK: 1286 | sent
36.579 pkt: 1287 | received
36.579 ACK: 1287 | sent
36.594 pkt: 1288 | received
36.610 ACK: 1288 | sent
36.610 pkt: 1289 | received
36.626 ACK: 1289 | sent
36.626 pkt: 1290 | received
36.641 ACK: 1290 | sent
36.641 pkt: 1291 | received
36.657 ACK: 1291 | sent
36.673 pkt: 1292 | received
36.673 ACK: 1292 | sent
36.688 pkt: 1293 | received
36.688 ACK: 1293 | sent
36.704 pkt: 1294 | received
36.719 ACK: 1294 | sent
36.719 pkt: 1295 | received
36.735 ACK: 1295 | sent
36.751 pkt: 1296 | received
36.751 ACK: 1296 | sent
36.766 pkt: 1297 | received
36.782 ACK: 1297 | sent
36.782 pkt: 1298 | received
36.798 ACK: 1298 | sent
36.813 pkt: 1299 | received
36.826 ACK: 1299 | sent
36.841 pkt: 1300 | received
36.841 ACK: 1300 | sent
36.857 pkt: 1301 | received
36.873 ACK: 1301 | sent
36.873 pkt: 1302 | received
36.888 ACK: 1302 | sent
36.904 pkt: 1303 | received
36.904 ACK: 1303 | sent
36.919 pkt: 1304 | received
36.935 ACK: 1304 | sent
36.935 pkt: 1305 | received
36.951 ACK: 1305 | sent
36.966 pkt: 1306 | received
36.966 ACK: 1306 | sent
36.982 pkt: 1307 | received
36.998 ACK: 1307 | sent
37.013 pkt: 1308 | received
37.013 ACK: 1308 | sent
37.029 pkt: 1309 | received
37.044 ACK: 1309 | sent
37.060 pkt: 1310 | received
37.060 ACK: 1310 | sent
37.076 pkt: 1311 | received
37.091 ACK: 1311 | sent
37.091 pkt: 1312 | received
37.107 ACK: 1312 | sent
37.123 pkt: 1313 | received
37.123 ACK: 1313 | sent
37.138 pkt: 1314 | received
37.154 ACK: 1314 | sent
37.154 pkt: 1315 | received
37.169 ACK: 1315 | sent
37.185 pkt: 1316 | received
37.185 ACK: 1316 | sent
37.216 pkt: 1317 | received
37.232 ACK: 1317 | sent
37.263 pkt: 1318 | received
37.279 ACK: 1318 | sent
37.294 pkt: 1319 | received
37.294 ACK: 1319 | sent
37.310 pkt: 1320 | received
37.326 ACK: 1320 | sent
37.341 pkt: 1321 | received
37.341 ACK: 1321 | sent
37.357 pkt: 1322 | received
37.372 ACK: 1322 | sent
37.394 pkt: 1323 | received
37.402 ACK: 1323 | sent
37.417 pkt: 1324 | received
37.418 ACK: 1324 | sent
37.434 pkt: 1325 | received
37.434 ACK: 1325 | sent
37.457 pkt: 1326 | received
37.457 ACK: 1326 | sent
37.472 pkt: 1327 | received
37.488 ACK: 1327 | sent
37.519 pkt: 1328 | received
37.519 ACK: 1328 | sent
37.535 pkt: 1329 | received
37.535 ACK: 1329 | sent
37.551 pkt: 1330 | received
37.566 ACK: 1330 | sent
37.582 pkt: 1331 | received
37.582 ACK: 1331 | sent
37.597 pkt: 1332 | received
37.613 ACK: 1332 | sent
37.613 pkt: 1333 | received
37.629 ACK: 1333 | sent
37.644 pkt: 1334 | received
37.644 ACK: 1334 | sent
37.660 pkt: 1335 | received
37.660 ACK: 1335 | sent
37.676 pkt: 1336 | received
37.676 ACK: 1336 | sent
37.691 pkt: 1337 | received
37.691 ACK: 1337 | sent
37.707 pkt: 1338 | received
37.707 ACK: 1338 | sent
37.722 pkt: 1339 | received
37.738 ACK: 1339 | sent
37.738 pkt: 1340 | received
37.754 ACK: 1340 | sent
37.754 pkt: 1341 | received
37.769 ACK: 1341 | sent
37.785 pkt: 1342 | received
37.801 ACK: 1342 | sent
37.814 pkt: 1343 | received
37.830 ACK: 1343 | sent
37.845 pkt: 1344 | received
37.845 ACK: 1344 | sent
38.913 pkt: 1345 | received
38.913 ACK: 1345 | sent
38.929 pkt: 1346 | received
38.945 ACK: 1346 | sent
38.960 pkt: 1347 | received
38.960 ACK: 1347 | sent
38.976 pkt: 1348 | received
38.991 ACK: 1348 | sent
39.007 pkt: 1349 | received
39.023 ACK: 1349 | sent
39.038 pkt: 1350 | received
39.038 ACK: 1350 | sent
39.054 pkt: 1351 | received
39.070 ACK: 1351 | sent
39.085 pkt: 1352 | received
39.101 ACK: 1352 | sent
39.116 pkt: 1353 | received
39.116 ACK: 1353 | sent
39.148 pkt: 1354 | received
39.148 ACK: 1354 | sent
39.163 pkt: 1355 | received
39.179 ACK: 1355 | sent
39.195 pkt: 1356 | received
39.195 ACK: 1356 | sent
39.226 pkt: 1357 | received
39.226 ACK: 1357 | sent
39.241 pkt: 1358 | received
39.257 ACK: 1358 | sent
39.273 pkt: 1359 | received
39.273 ACK: 1359 | sent
39.288 pkt: 1360 | received
39.304 ACK: 1360 | sent
39.320 pkt: 1361 | received
39.320 ACK: 1361 | sent
39.335 pkt: 1362 | received
39.351 ACK: 1362 | sent
39.366 pkt: 1363 | received
39.382 ACK: 1363 | sent
39.398 pkt: 1364 | received
39.408 ACK: 1364 | sent
39.408 pkt: 1365 | received
39.424 ACK: 1365 | sent
39.439 pkt: 1366 | received
39.455 ACK: 1366 | sent
39.470 pkt: 1367 | received
39.470 ACK: 1367 | sent
39.486 pkt: 1368 | received
39.502 ACK: 1368 | sent
39.517 pkt: 1369 | received
39.533 ACK: 1369 | sent
39.533 pkt: 1370 | received
39.549 ACK: 1370 | sent
39.564 pkt: 1371 | received
39.580 ACK: 1371 | sent
39.595 pkt: 1372 | received
39.595 ACK: 1372 | sent
39.611 pkt: 1373 | received
39.627 ACK: 1373 | sent
39.642 pkt: 1374 | received
39.642 ACK: 1374 | sent
39.658 pkt: 1375 | received
39.674 ACK: 1375 | sent
39.689 pkt: 1376 | received
39.689 ACK: 1376 | sent
39.705 pkt: 1377 | received
39.720 ACK: 1377 | sent
39.736 pkt: 1378 | received
39.752 ACK: 1378 | sent
39.767 pkt: 1379 | received
39.767 ACK: 1379 | sent
39.783 pkt: 1380 | received
39.798 ACK: 1380 | sent
39.814 pkt: 1381 | received
39.814 ACK: 1381 | sent
39.845 pkt: 1382 | received
39.845 ACK: 1382 | sent
39.861 pkt: 1383 | received
39.877 ACK: 1383 | sent
39.892 pkt: 1384 | received
39.892 ACK: 1384 | sent
39.908 pkt: 1385 | received
39.923 ACK: 1385 | sent
39.939 pkt: 1386 | received
39.939 ACK: 1386 | sent
39.955 pkt: 1387 | received
39.955 ACK: 1387 | sent
39.986 pkt: 1388 | received
39.986 ACK: 1388 | sent
40.002 pkt: 1389 | received
40.017 ACK: 1389 | sent
40.033 pkt: 1390 | received
40.048 ACK: 1390 | sent
40.064 pkt: 1391 | received
40.064 ACK: 1391 | sent
40.080 pkt: 1392 | received
40.095 ACK: 1392 | sent
40.111 pkt: 1393 | received
40.127 ACK: 1393 | sent
40.142 pkt: 1394 | received
40.142 ACK: 1394 | sent
40.158 pkt: 1395 | received
40.173 ACK: 1395 | sent
40.189 pkt: 1396 | received
40.205 ACK: 1396 | sent
40.205 pkt: 1397 | received
40.220 ACK: 1397 | sent
40.236 pkt: 1398 | received
40.252 ACK: 1398 | sent
40.267 pkt: 1399 | received
40.267 ACK: 1399 | sent
40.283 pkt: 1400 | received
40.298 ACK: 1400 | sent
40.314 pkt: 1401 | received
40.314 ACK: 1401 | sent
40.330 pkt: 1402 | received
40.345 ACK: 1402 | sent
40.361 pkt: 1403 | received
40.376 ACK: 1403 | sent
40.392 pkt: 1404 | received
40.402 ACK: 1404 | sent
40.417 pkt: 1405 | received
40.417 ACK: 1405 | sent
40.433 pkt: 1406 | received
40.449 ACK: 1406 | sent
40.449 pkt: 1407 | received
40.464 ACK: 1407 | sent
40.480 pkt: 1408 | received
40.495 ACK: 1408 | sent
40.511 pkt: 1409 | received
40.511 ACK: 1409 | sent
40.542 pkt: 1410 | received
40.542 ACK: 1410 | sent
40.558 pkt: 1411 | received
40.574 ACK: 1411 | sent
40.589 pkt: 1412 | received
40.589 ACK: 1412 | sent
40.605 pkt: 1413 | received
40.620 ACK: 1413 | sent
40.636 pkt: 1414 | received
40.636 ACK: 1414 | sent
40.652 pkt: 1415 | received
40.667 ACK: 1415 | sent
40.683 pkt: 1416 | received
40.699 ACK: 1416 | sent
40.714 pkt: 1417 | received
